Title,Edition,Publisher,Publication Place,Publication Country,"Full Text
(combined)
First","Full Text
(combined)
Last","Full Text
(combined)
Gaps","Scholarly / Peer-
Reviewed","Full Text
First","Full Text
Last","Full Text
Gaps","Full
Text - PDF
First","Full
Text - PDF
Last","Full
Text - PDF
Gaps",Embargo Days,"Cit/Abs
(combined)
First","Cit/Abs
(combined)
Last","Cit/Abs
(combined)
Gaps","Other
Formats First","Other
Formats Last","Other
Formats Gaps","Peer-
Reviewed",Pub Type,Pub Language,Notes and Changes
Vulcan Advocate,,Postmedia Network Inc.,Vulcan,Canada,18-May-2011,23-Aug-2023,,N,18-May-2011,23-Aug-2023,,,,,,18-May-2011,23-Aug-2023,,,,,N,Newspapers,English,
Vulcan Advocate (Online),,Postmedia Network Inc.,Vulcan,Canada,15-May-2015,Current,01-Jan-2019--31-Dec-2019; 16-Apr-2021--14-Mar-2022,N,15-May-2015,Current,01-Jan-2019--31-Dec-2019; 16-Apr-2021--14-Mar-2022,,,,1,15-May-2015,Current,01-Jan-2019--31-Dec-2019; 16-Apr-2021--14-Mar-2022,,,,N,"Blogs, Podcasts, & Websites",English,
W - FIVE - CTV Television,,"CTV Television, Inc.",Toronto,Canada,06-Jan-1994,02-Mar-2024,20-Dec-2002--20-Dec-2004,N,06-Jan-1994,02-Mar-2024,20-Dec-2002--20-Dec-2004,,,,,06-Jan-1994,02-Mar-2024,20-Dec-2002--20-Dec-2004,,,,N,Newspapers,English,
The Wainwright Edge,,Alberta Weekly Newspapers Association,"Wainwright, Alta.",Canada,03-Apr-2009,25-Oct-2013,,N,03-Apr-2009,25-Oct-2013,,,,,,03-Apr-2009,25-Oct-2013,,,,,N,Newspapers,English,
The Wainwright Review,,Postmedia Network Inc.,"Wainwright, Alta.",Canada,01-Apr-2009,28-Oct-2009,,N,01-Apr-2009,28-Oct-2009,,,,,,01-Apr-2009,28-Oct-2009,,,,,N,Newspapers,English,
Wainwright Star,,Alberta Weekly Newspapers Association,"Wainwright, Alta.",Canada,10-Nov-2009,29-Oct-2013,,N,10-Nov-2009,29-Oct-2013,,,,,,10-Nov-2009,29-Oct-2013,,,,,N,Newspapers,English,
Wainwright Star Chronicle,,Postmedia Network Inc.,"Wainwright, Alta.",Canada,06-Apr-2009,03-Nov-2009,,N,06-Apr-2009,03-Nov-2009,,,,,,06-Apr-2009,03-Nov-2009,,,,,N,Newspapers,English,
Wainwright Star Edge,,Postmedia Network Inc.,"Wainwright, Alta.",Canada,01-Nov-2013,Current,,N,01-Nov-2013,Current,,,,,1,01-Nov-2013,Current,,,,,N,Newspapers,English,
Walkerton Herald Times,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Walkerton, Ont.",Canada,19-Jan-2005,25-Feb-2021,01-Jan-2020--31-Dec-2020; 08-Jun-2005--25-Sep-2007,N,19-Jan-2005,25-Feb-2021,01-Jan-2020--31-Dec-2020; 08-Jun-2005--25-Sep-2007,,,,,19-Jan-2005,25-Feb-2021,01-Jan-2020--31-Dec-2020; 08-Jun-2005--25-Sep-2007,,,,N,Newspapers,English,
The Wasaga Sun,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Wasaga, Ont.",Canada,26-Jan-2010,Current,,N,26-Jan-2010,Current,,,,,,26-Jan-2010,Current,,,,,N,Newspapers,English,
Waterloo Chronicle,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Waterloo, Ont.",Canada,08-Sep-1999,27-Aug-2025,01-Jan-2009--31-Dec-2009,N,08-Sep-1999,27-Aug-2025,01-Jan-2009--31-Dec-2009,,,,,08-Sep-1999,27-Aug-2025,01-Jan-2009--31-Dec-2009,,,,N,Newspapers,English,
Waterloo Region Record,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Kitchener, Ont.",Canada,01-Oct-1990,Current,,N,01-Oct-1990,Current,,,,,,01-Oct-1990,Current,,,,,N,Newspapers,English,
Waterloo Region Record (Online),,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited",Kitchener,Canada,06-Dec-2016,Current,,N,06-Dec-2016,Current,,,,,,06-Dec-2016,Current,,,,,N,"Blogs, Podcasts, & Websites",English,
Weekend Regional,,Postmedia Network Inc.,"Brooks, Alta.",Canada,27-Mar-2009,28-Nov-2019,,N,27-Mar-2009,28-Nov-2019,,,,,,27-Mar-2009,28-Nov-2019,,,,,N,Newspapers,English,
The Weekly Anchor,,Postmedia Network Inc.,"Edson, Alta.",Canada,06-Apr-2009,Current,,N,06-Apr-2009,Current,,,,,1,06-Apr-2009,Current,,,,,N,Newspapers,English,
The Weekly Review,,Postmedia Network Inc.,"Viking, Alta.",Canada,07-Apr-2009,Current,,N,07-Apr-2009,Current,,,,,1,07-Apr-2009,Current,,,,,N,Newspapers,English,
West Carleton EMC,,Postmedia Network Inc.,"West Carleton, Ont.",Canada,27-Mar-2009,11-Jan-2018,,N,27-Mar-2009,11-Jan-2018,,,,,,27-Mar-2009,11-Jan-2018,,,,,N,Newspapers,English,
West Carleton Review,,Postmedia Network Inc.,"Arnprior, Ont.",Canada,21-Sep-2011,05-Jan-2018,,N,21-Sep-2011,05-Jan-2018,,,,,,21-Sep-2011,05-Jan-2018,,,,,N,Newspapers,English,
West Coast Traveller (web site),,Black Press Group Ltd.,Toronto,Canada,17-Jun-2020,Current,,N,17-Jun-2020,Current,,,,,,17-Jun-2020,Current,,,,,N,"Blogs, Podcasts, & Websites",English,
West Elgin Chronicle,,Postmedia Network Inc.,West Lorne,Canada,30-Apr-2015,Current,,N,30-Apr-2015,Current,,,,,1,30-Apr-2015,Current,,,,,N,Newspapers,English,
West Elgin Chronicle (Online),,Postmedia Network Inc.,West Lorne,Canada,15-May-2015,17-Jun-2022,01-Jan-2019--31-Dec-2021,N,15-May-2015,17-Jun-2022,01-Jan-2019--31-Dec-2021,,,,,15-May-2015,17-Jun-2022,01-Jan-2019--31-Dec-2021,,,,N,"Blogs, Podcasts, & Websites",English,
West Kootenay Advertiser (Online),,Black Press Group Ltd.,Cranbrook,Canada,27-Mar-2023,Current,,N,27-Mar-2023,Current,,,,,,27-Mar-2023,Current,,,,,N,"Blogs, Podcasts, & Websites",English,
WestEnder,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Vancouver, B.C.",Canada,,,,N,,,,,,,,05-Aug-2004,09-Mar-2014,,,,,N,Newspapers,English,
Western Star,,Postmedia Network Inc.,"Corner Brook, Nfld.",Canada,,,,N,,,,,,,,01-Oct-1999,27-Apr-2007,,,,,N,Newspapers,English,
The Westlock News,,Postmedia Network Inc.,"Westlock, Alta.",Canada,10-Aug-2009,10-Dec-2019,,N,10-Aug-2009,10-Dec-2019,,,,,,10-Aug-2009,10-Dec-2019,,,,,N,Newspapers,English,
Wetaskiwin Times Advertiser,,Postmedia Network Inc.,Wetaskiwin,Canada,18-May-2011,Current,,N,18-May-2011,Current,,,,,1,18-May-2011,Current,,,,,N,Newspapers,English,
Wetaskiwin Times Advertiser (Online),,Postmedia Network Inc.,Wetaskiwin,Canada,15-May-2015,Current,01-Jan-2019--31-Dec-2019,N,15-May-2015,Current,01-Jan-2019--31-Dec-2019,,,,1,15-May-2015,Current,01-Jan-2019--31-Dec-2019,,,,N,"Blogs, Podcasts, & Websites",English,
Whitecourt Star,,Postmedia Network Inc.,Whitecourt,Canada,18-May-2011,22-Feb-2023,,N,18-May-2011,22-Feb-2023,,,,,,18-May-2011,22-Feb-2023,,,,,N,Newspapers,English,
Whitecourt Star (Online),,Postmedia Network Inc.,Whitecourt,Canada,15-May-2015,Current,01-Jan-2019--31-Dec-2019; 19-Apr-2021--03-Mar-2022,N,15-May-2015,Current,01-Jan-2019--31-Dec-2019; 19-Apr-2021--03-Mar-2022,,,,1,15-May-2015,Current,01-Jan-2019--31-Dec-2019; 19-Apr-2021--03-Mar-2022,,,,N,"Blogs, Podcasts, & Websites",English,
Whitehorse Star,,Postmedia Network Inc.,"Whitehorse, Y.T.",Canada,01-Nov-1999,17-May-2024,,N,01-Nov-1999,17-May-2024,,,,,,01-Nov-1999,17-May-2024,,,,,N,Newspapers,English,
Wiarton Echo,,Postmedia Network Inc.,Wiarton,Canada,28-Apr-2015,Current,,N,28-Apr-2015,Current,,,,,1,28-Apr-2015,Current,,,,,N,Newspapers,English,
Wiarton Echo (Online),,Postmedia Network Inc.,Wiarton,Canada,15-May-2015,Current,09-Sep-2021--07-Mar-2022,N,15-May-2015,Current,09-Sep-2021--07-Mar-2022,,,,1,15-May-2015,Current,09-Sep-2021--07-Mar-2022,,,,N,"Blogs, Podcasts, & Websites",English,
The Williams Lake Tribune (Online),,Black Press Group Ltd.,Williams Lake,Canada,24-Feb-2018,Current,01-Jan-2019--31-Dec-2019,N,24-Feb-2018,Current,01-Jan-2019--31-Dec-2019,,,,,24-Feb-2018,Current,01-Jan-2019--31-Dec-2019,,,,N,"Blogs, Podcasts, & Websites",English,
The Windsor Star (Online),,Postmedia Network Inc.,Windsor,Canada,30-Nov-2017,Current,,N,30-Nov-2017,Current,,,,,1,30-Nov-2017,Current,,,,,N,"Blogs, Podcasts, & Websites",English,
The Windsor Star,,Postmedia Network Inc.,"Windsor, Ont.",Canada,20-Oct-1986,Current,,N,20-Oct-1986,Current,,,,,1,20-Oct-1986,Current,01-Jan-2019--31-Dec-2024,,,,N,Newspapers,English,
Wingham Advance - Times,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Wingham, Ont.",Canada,06-Jul-2003,11-Sep-2003,,N,06-Jul-2003,11-Sep-2003,,,,,,06-Jul-2003,11-Sep-2003,,,,,N,Newspapers,English,
The Winkler Times,,Postmedia Network Inc.,Winkler,Canada,01-Dec-2011,07-May-2020,,N,01-Dec-2011,07-May-2020,,,,,,01-Dec-2011,07-May-2020,,,,,N,Newspapers,English,
Winnipeg Free Press,,FP Canadian Newspapers Limited Partnership,"Winnipeg, Man.",Canada,01-May-2006,Current,,N,01-May-2006,Current,,,,,,02-Jan-1982,Current,01-Jan-1997--30-Apr-2006,,,,N,Newspapers,English,
Winnipeg Free Press (Online),,FP Canadian Newspapers Limited Partnership,"Winnipeg, Man.",Canada,02-Jan-2002,Current,,N,02-Jan-2002,Current,,,,,,02-Jan-2002,Current,,,,,N,Newspapers,English,
The Winnipeg Sun (Online),,Postmedia Network Inc.,Winnipeg,Canada,14-May-2015,Current,,N,14-May-2015,Current,,,,,1,14-May-2015,Current,,,,,N,"Blogs, Podcasts, & Websites",English,
The Winnipeg Sun,,Postmedia Network Inc.,Winnipeg,Canada,30-Apr-2007,Current,,N,30-Apr-2007,Current,,,,,1,30-Apr-2007,Current,,,,,N,Newspapers,English,
World Report,,Canadian Broadcasting Corporation,Toronto,Canada,24-Jun-2013,Current,01-Jan-2017--31-Dec-2021,N,24-Jun-2013,Current,01-Jan-2017--31-Dec-2021,,,,,24-Jun-2013,Current,01-Jan-2017--31-Dec-2021,,,,N,Other Sources,English,
The World,,Public Radio International (PRI),Minneapolis,United States,20-Jan-2017,Current,,N,20-Jan-2017,Current,,,,,,20-Jan-2017,Current,,,,,N,Other Sources,English,
The York Guardian,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Toronto, Ont.",Canada,09-May-2003,Current,01-Jan-2020--31-Dec-2020,N,09-May-2003,Current,01-Jan-2020--31-Dec-2020,,,,,09-May-2003,Current,01-Jan-2020--31-Dec-2020,,,,N,Newspapers,English,
YorkRegion.com,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited",Toronto,Canada,23-Aug-2023,Current,,N,23-Aug-2023,Current,,,,,,22-Aug-2023,Current,,,,,N,"Blogs, Podcasts, & Websites",English,
Yukon News (Online),,Black Press Group Ltd.,Whitehorse,Canada,01-Dec-2018,Current,01-Jan-2019--31-Dec-2022,N,01-Dec-2018,Current,01-Jan-2019--31-Dec-2022,,,,,01-Dec-2018,Current,01-Jan-2019--31-Dec-2022,,,,N,"Blogs, Podcasts, & Websites",English,
